"id","squareMeters","rooms1","rooms2","rooms3","centreDistance","schoolDistance","clinicDistance","postOfficeDistance","kindergartenDistance","restaurantDistance","collegeDistance","pharmacyDistance","ownership","buildingMaterial","condition","hasParkingSpace","hasBalcony","hasElevator","hasSecurity","hasStorageRoom","price","first_floor","top_floor","age","block","apartmentB","tenement","stolica"
"a01d82c9529f98a54d64b9e061c9a73b",105,0,1,0,5060,1080,949,623,791,1054,3062,335,"1","1","1","0","1","1","0","0",1199999,0,0,8,0,1,0,0
"027b30cebbc49faf3094421b741ddd56",45.5,1,0,0,1650,250,624,510,177,232,986,273,"1","0","0","0","0","0","0","1",363000,0,1,64,1,0,0,0
"27437e173a8c37d5002c0bf69c848b7c",80.61,0,1,0,1760,83,257,294,151,102,256,301,"1","1","1","0","0","0","0","1",717000,0,1,104,0,0,1,0
"39404087c054348c27522c74ca21a973",70.3,0,1,0,3350,269,1364,247,122,388,1589,194,"0","0","1","0","1","1","0","1",689000,0,0,36,1,0,0,0
"7a3b00507c086fcf83562f22bb5d01fc",67.37,0,1,0,1610,501,973,713,67,52,988,215,"1","1","1","1","1","1","0","0",790000,0,0,6,0,1,0,0
"24af7cc54099d7930535543827604a9d",68.94,0,1,0,2290,371,592,213,222,240,583,721,"1","1","0","0","1","0","0","1",560000,0,0,74,1,0,0,0
"7ebe2d0eeb6231486f90c5835c695cd7",56,1,0,0,4270,509,81,126,381,227,1685,186,"1","1","1","0","0","0","0","1",590000,0,1,94,1,0,0,0
"209a6d2dea99216bdf83a968343cd3b3",61.48,1,0,0,8160,149,1680,534,1294,1527,3720,1521,"1","1","1","0","0","0","0","1",390000,0,0,124,0,0,1,0
"bac1869ad9c2c1ef444b0ba6d225761a",77.71,0,1,0,1220,568,994,346,374,70,675,430,"1","1","0","0","0","0","0","1",599000,0,1,99,0,0,1,0
"0eb9e4df5696c9bf7c849706372fbe18",63,0,1,0,1550,252,635,212,229,53,268,24,"1","1","1","0","0","1","0","0",729000,0,0,5,0,1,0,0
"14f7d02e2662dc6935732e81bd40944f",59.2,0,1,0,5580,653,2011,555,211,383,2694,360,"1","1","1","1","0","0","0","1",679000,0,0,18,0,1,0,0
"4a629a1a01c7bedac13e9bcf98212d8a",81.5,0,1,0,1980,158,554,233,379,143,547,184,"1","1","0","0","0","0","0","1",435000,0,0,104,0,0,1,0
"76affd52069119ac305ee74b21b4aed7",56.58,1,0,0,5010,650,1122,248,316,221,2711,258,"1","1","1","1","1","1","0","0",580000,0,0,5,1,0,0,0
"312f2788e54076b94f950baaeced3e54",91,0,1,0,5140,183,230,329,1119,343,1027,182,"1","1","1","0","0","0","0","1",512000,0,0,92,1,0,0,0
"402d6b0ff1c84434185b93f9d16115a4",26.79,1,0,0,970,249,252,325,507,305,1073,288,"1","1","1","0","0","1","0","0",430000,0,1,94,0,0,1,0
"4777aa53b2049176132d4a8175b985b9",81.64,0,1,0,2550,91,597,625,247,222,1441,26,"1","1","0","0","1","0","0","1",465000,1,0,124,0,0,1,0
"1d5625a24125ddf6482753dedb30454b",80.49,0,1,0,3690,2730,3980,2873,3100,2798,3542,2672,"1","1","0","0","0","0","0","0",426000,0,1,104,0,0,1,0
"029c3adc75ff9312dfa4b9a898c81338",94.41,0,1,0,2710,489,714,252,221,40,726,227,"1","1","1","0","1","0","0","1",750000,0,0,104,0,0,1,0
"b7eee58836d9125111fdc4a414848985",83.98,0,1,0,550,43,946,384,217,69,170,566,"1","1","1","0","0","0","0","1",529000,0,1,22,1,0,0,0
"1add65132ba4453ad17285eaf2fcd656",48.67,1,0,0,4380,834,1803,337,1177,67,2558,210,"1","1","1","0","0","1","0","0",574000,0,0,4,1,0,0,0
"dca5ee6cf02485664d4db6384308c641",95.78,0,1,0,1040,173,332,10,261,62,501,121,"1","1","1","0","0","0","0","1",649000,0,0,79,0,0,1,0
"b525921b35146fbe0d845801234562cd",79.59,0,1,0,5450,1888,2788,207,1980,240,3718,500,"1","1","1","0","1","0","0","0",839000,1,0,7,1,0,0,0
"5183f6f75f5d759d2be911e3056f98c7",46.16,0,1,0,1680,224,314,159,203,95,815,193,"1","0","1","0","0","1","0","0",515000,0,0,57,1,0,0,0
"89a26ce5f2d4222524989b8d1938fb2f",58.23,0,1,0,6170,1258,2603,977,590,426,2987,485,"1","1","1","1","1","1","0","0",699999,1,0,8,0,1,0,0
"a8f33c3bf9461849f1b8914b9ab7c3cd",60,0,1,0,2700,314,679,583,425,31,1401,183,"1","1","0","1","0","0","0","1",485000,1,0,94,0,0,1,0
"4fd74e394f0cfe9aa5304c9c8bd20f59",80,0,1,0,1430,406,508,233,364,46,267,72,"1","1","0","0","0","0","0","0",426000,0,1,114,0,0,1,0
"92702fa74c4d343ba814bb17c9d0ef6f",56,0,1,0,1040,173,332,10,261,62,501,121,"1","1","1","0","0","1","0","0",445000,0,1,1,1,0,0,0
"3f769a52d10ec67e159ac3aa24a14f76",59,0,1,0,1040,173,332,10,261,62,501,121,"1","1","1","0","0","1","0","0",465000,0,1,1,1,0,0,0
"1d6e627790a37e67efd3399c5f138a78",28.13,1,0,0,1550,378,471,327,319,40,341,186,"1","0","1","0","0","0","0","1",319500,0,0,59,1,0,0,0
"a5b4721df8175ca7afb0e1ffde03cb7c",36.67,1,0,0,4880,229,834,110,596,292,2087,125,"1","1","1","0","0","0","0","0",295000,0,0,94,1,0,0,0
"915386764ab78d8ed39fe685181da9b3",65,0,1,0,990,360,338,312,623,385,1112,377,"1","1","1","0","0","0","0","1",499000,0,0,94,0,0,1,0
"4756498cb0b499431d8364a0bc1a2394",60.44,0,1,0,1520,92,508,205,614,159,641,160,"1","1","0","0","0","0","0","1",435000,0,0,64,1,0,0,0
"ee095d04e51bfc46c495b7304c351141",103,0,1,0,1950,202,558,103,581,49,776,79,"1","1","1","1","1","0","0","1",798000,0,0,104,0,0,1,0
"4cc526db21afa9861c7ec26124a0951e",77,0,1,0,2570,517,556,316,275,160,1082,81,"1","1","1","0","0","0","0","1",660000,0,0,118,1,0,0,0
"362fd3ec64aee1db26b332c4d00d0c0f",116.75,0,1,0,1980,158,554,233,379,143,547,184,"1","1","1","0","1","0","0","0",749000,0,1,94,0,0,1,0
"0a94cb18540a8475405a5b2f40a785e1",55.68,1,0,0,5170,991,921,503,823,954,3226,149,"1","1","1","1","1","1","0","0",595000,1,0,9,1,0,0,0
"5df8034db49d88c962f471970036e658",70.95,0,1,0,1980,158,554,233,379,143,547,184,"1","1","0","0","1","0","0","0",460000,0,0,135,0,0,1,0
"58befe5c1440c3053dd14353e8ea8521",80.2,0,1,0,3850,411,361,76,522,643,1287,51,"1","1","0","1","1","0","0","0",599000,0,1,99,0,0,1,0
"cdd5586090a3b5ce39472ddc2aa789a7",48,1,0,0,4080,88,1201,882,755,247,608,130,"1","1","1","1","1","1","0","0",558000,0,0,13,0,1,0,0
"46a97d2b285928cd8f0157cd20d45ca9",48,1,0,0,3650,423,986,593,133,169,2159,89,"1","0","1","1","0","0","0","1",399000,0,0,44,1,0,0,0
"e512c9fff61b76238e4d11fe4f1b45c6",28.6,1,0,0,1040,173,332,10,261,62,501,121,"0","0","1","0","0","1","0","0",299000,0,0,46,1,0,0,0
"85ad1a739d9d463d1cce9f9017db6457",54.39,1,0,0,2940,284,474,922,569,254,345,260,"0","1","1","0","0","0","0","1",499000,1,0,54,1,0,0,0
"79be1c14640ad3bd58341fd172a71b64",49.82,1,0,0,4320,467,179,226,280,274,1677,249,"1","1","1","1","0","0","0","0",480000,0,0,23,1,0,0,0
"9e2d942feab6ea9f0d5576236600072e",46,1,0,0,3530,109,1004,153,178,166,2296,141,"1","1","0","0","0","0","0","1",299000,0,0,94,0,0,1,0
"736f5079f79d02b08bfd0dd5706793f8",45.3,1,0,0,4040,124,1228,940,852,162,703,230,"1","1","1","0","0","1","0","0",473800,0,0,12,0,1,0,0
"db6e4e0013c5b0e5dfbfc2ec7b2bb7f7",51.8,0,1,0,2480,425,494,781,1032,479,565,37,"0","0","1","0","1","1","0","1",582000,1,0,44,1,0,0,0
"1bf69e83ff61306368b06d587d370a7e",34,1,0,0,2480,439,498,212,255,182,951,106,"1","1","1","0","0","0","0","1",318000,0,0,94,0,0,1,0
"d096de1dca798864a01a0bcf11a921f9",76,0,1,0,4440,544,720,529,695,348,2083,370,"1","1","1","1","0","1","0","0",915000,0,0,12,0,1,0,0
"e87f39a2966ec993f586796856950be2",34,1,0,0,3640,710,951,238,193,532,1797,122,"1","1","1","0","0","0","0","1",318000,0,0,94,0,0,1,0
"0dd756490b99ef898d66e4476e9ad990",42.2,1,0,0,3690,2730,3980,2873,3100,2798,3542,2672,"0","0","0","1","1","0","0","0",350000,0,1,45,1,0,0,0
"d879ace59a3effe66ae8dff21f4baef2",65.09,0,1,0,2710,235,164,745,181,329,189,350,"1","1","1","1","1","1","0","0",999000,0,0,7,0,1,0,0
"d3cef3cae0a119d6d4e1edd32b70d8fb",36.6,1,0,0,2930,235,939,81,266,166,872,38,"0","0","1","0","0","1","0","0",350000,0,0,34,1,0,0,0
"209874b0fb1c8cc8cabcdcbe80b34ffb",42.79,1,0,0,3530,109,1004,153,178,166,2296,141,"1","1","0","0","0","0","0","1",290000,0,0,94,0,0,1,0
"f79697add2a9b2caf62016efcfbc77d5",44.53,1,0,0,3260,364,1391,368,241,358,1582,313,"1","0","1","0","1","1","0","1",443000,0,0,54,1,0,0,0
"894d06efb3ce4285be3c8fae0b33545f",49,1,0,0,1040,173,332,10,261,62,501,121,"1","1","0","1","0","1","0","1",442000,0,0,74,1,0,0,0
"11a55eb880e92c4853e140c5508eaee1",79.47,0,1,0,1860,54,567,269,259,194,497,182,"1","1","0","1","1","0","0","1",599000,1,0,88,0,0,1,0
"944a749848962364d578fa2f27b26def",69.1,0,1,0,5020,817,1655,1066,771,982,1127,999,"1","1","1","1","1","1","0","1",799999,1,0,7,0,1,0,0
"93f39f2b06d461ce2c3780e98353a035",65.76,0,0,1,3110,280,599,425,309,419,1420,311,"1","1","1","0","0","0","0","0",559000,1,0,94,0,0,1,0
"628456d45270dbb30b37606801a86545",47.75,1,0,0,3700,134,1176,71,115,24,2463,76,"1","0","0","0","1","0","0","1",477000,0,1,41,1,0,0,0
"0da040e8bde29ed29ed21ce93059c4c8",50,1,0,0,120,116,707,447,107,22,585,434,"1","1","1","0","1","1","0","0",650000,0,0,17,0,1,0,0
"0eef2363b9dc46f8cbf372e77258dbeb",63.21,0,1,0,3600,626,474,401,197,159,1620,310,"1","0","1","1","1","0","0","1",550000,0,0,34,1,0,0,0
"e1fac2519172bc24f1efe05e0664d607",33,1,0,0,1700,198,301,191,228,126,786,219,"1","1","1","0","0","0","0","1",390000,0,0,94,0,0,1,0
"f139c7b9d5f35f3f87c53deab485951d",52,1,0,0,790,288,285,268,245,68,593,85,"1","1","1","0","1","0","0","1",450000,0,0,94,0,0,1,0
"4bdd47b63216281af9eab0b68f23f7d5",66.2,0,1,0,4090,572,1625,469,456,476,2916,481,"1","1","1","1","1","1","0","0",699000,0,1,19,1,0,0,0
"5e37a379b0b397c011b000c4985e59d9",64.5,0,1,0,4080,88,1201,882,755,247,608,130,"0","1","1","0","1","0","0","1",586000,1,0,30,1,0,0,0
"6b8c511cd06b14671d54b413ad68dd32",62.8,0,1,0,1040,173,332,10,261,62,501,121,"1","1","1","0","0","0","0","1",490000,0,0,104,0,0,1,0
"7e89a490bc68cab8d4e5bd78f09536c6",114.37,0,1,0,1670,327,422,361,194,54,238,224,"1","1","0","1","1","0","0","1",649000,1,0,124,0,0,1,0
"2dd44243e40ddd0a66f36d582998f95e",43.14,1,0,0,1040,173,332,10,261,62,501,121,"1","1","0","0","0","0","0","0",299000,0,1,98,0,0,1,0
"4cf761d142392e524c266be8921644cf",69.5,0,1,0,2890,298,780,574,290,305,1625,114,"1","1","1","1","1","0","0","0",589000,0,0,20,1,0,0,0
"91ec97af8dca0af69a05fd8bcd098af0",97.9,0,1,0,6580,417,2381,775,928,122,3873,86,"1","1","1","1","1","0","0","0",699999,1,0,14,0,1,0,0
"265500cdf1fb01b35d1c8358ab9fe27d",98.26,0,1,0,2870,219,405,870,504,258,311,267,"1","1","1","0","0","0","0","1",725000,0,0,84,0,0,1,0
"3334f3c7ecf72d97ea18099f54854c31",64.9,0,1,0,4320,467,179,226,280,274,1677,249,"0","1","1","0","1","0","0","1",625000,0,0,32,1,0,0,0
"1204870514910a07cf2805796ffdcb62",51.49,0,1,0,3550,590,994,936,954,511,653,499,"1","1","1","0","0","0","0","0",509000,0,1,94,0,0,1,0
"7f7a8c5cd82e1717b365767cd20b72f9",56.52,0,1,0,2200,354,1095,611,218,382,1556,308,"1","0","1","0","1","1","0","1",520000,1,0,49,1,0,0,0
"48f04e46dfbc99bb906b7a3c1bd15e6a",46.85,0,1,0,1040,173,332,10,261,62,501,121,"0","0","0","0","1","1","0","1",435000,0,0,54,1,0,0,0
"f665e61c820f5cd4001ca39ade5f2890",48.87,0,1,0,4000,120,389,211,399,136,1659,253,"1","0","1","1","1","0","0","1",517000,1,0,44,1,0,0,0
"dac2b92e1bac1a8067d63e49afe1eaab",43.86,1,0,0,3640,710,951,238,193,532,1797,122,"1","1","0","0","0","0","0","0",335000,1,0,104,0,0,1,0
"725a7c9b2f069bddf47d2b4157d6a928",56.52,0,1,0,2750,608,1447,988,779,391,1936,564,"1","0","0","0","1","1","0","1",499000,0,0,44,1,0,0,0
"c49873944fa58b213f5345f3b1d2ea35",74.08,0,1,0,920,371,319,225,630,323,1208,359,"0","0","1","0","0","1","0","0",609999,0,0,32,1,0,0,0
"b068554ae3750883a8f95724ce95f459",81.92,0,1,0,3550,590,994,936,954,511,653,499,"1","1","0","0","0","0","0","1",550000,0,0,94,0,0,1,0
"d6030ad2f1ce13fc2ce1156e66d12dc3",37.11,1,0,0,4830,256,308,264,377,304,2921,157,"1","1","1","1","1","1","0","0",520000,0,0,7,0,1,0,0
"a2e19928830e0bc07ae3cc301098fc30",43.86,1,0,0,1590,194,237,181,165,99,781,231,"1","1","0","0","0","0","0","1",350000,0,0,41,1,0,0,0
"a8fc68bd601ff6c99b6e90f896cd38d6",57.6,0,1,0,7260,1670,292,694,688,647,2755,85,"1","1","1","1","1","0","0","0",679000,0,1,14,1,0,0,0
"a0229614c94f99b37f8f52a56354e958",123,0,1,0,1690,211,683,564,133,277,1026,226,"1","1","1","1","1","0","0","0",940000,0,1,32,1,0,0,0
"56d62a3b4b9f9e44522bc65e90989127",48,1,0,0,4090,115,1183,919,774,236,625,156,"1","1","1","0","1","1","0","0",569000,0,0,13,1,0,0,0
"58a2f3e4836f2fb2ff78077d490c6202",82,0,1,0,3550,590,994,936,954,511,653,499,"1","1","0","0","0","1","0","0",550000,0,0,94,0,0,1,0
"fb0a4d15018bba9946a4cacadebf7ceb",46.15,1,0,0,930,144,179,348,397,234,1014,207,"1","1","1","0","0","0","0","1",449000,1,0,64,0,0,1,0
"29a3db062b4436aea1dce0f22b03db9f",80,0,1,0,1860,54,567,269,259,194,497,182,"1","1","1","1","1","0","0","1",650000,0,1,88,0,0,1,0
"10a7b8e53ceccd579bffc56fef1a5046",46.01,1,0,0,3430,148,873,291,319,285,2161,280,"1","1","0","0","0","0","0","0",295000,0,0,94,0,0,1,0
"b227727c3552c54668276df5ad0ce2e2",39.5,1,0,0,5530,983,1505,430,240,161,3136,368,"1","1","1","1","0","0","0","0",450000,0,1,23,1,0,0,0
"c86c183e3001dca798f4e7381c749297",68,0,1,0,4390,591,972,431,551,24,2253,119,"0","1","1","0","1","0","0","1",715000,0,0,23,0,1,0,0
"c29ef7c82e3a076712791a3047d141e7",76.64,0,1,0,1850,182,637,204,453,135,646,23,"1","1","1","1","1","0","0","1",650000,0,1,117,0,0,1,0
"2f5d47c37f7c6c088827e274c03cea98",65.17,1,0,0,640,280,298,155,126,74,654,111,"1","1","1","0","0","1","0","0",850000,0,0,23,1,0,0,0
"b9d0758abf545a395978284519adfe0f",69.91,0,1,0,3240,309,656,504,374,280,1945,339,"1","0","1","0","0","1","0","1",579000,0,1,48,1,0,0,0
"79abcdda1600bae2ad09b9c59f88a23e",64.27,0,1,0,1550,236,628,192,196,39,249,11,"0","0","1","1","1","0","0","1",615000,0,0,36,1,0,0,0
"0a22a17d763b7259a21f1eace501f12c",87,0,1,0,4310,747,1182,598,640,318,2089,356,"1","1","1","1","1","0","0","0",829000,0,1,20,1,0,0,0
"908d122d79a14cd44c9945e1b7322077",47.09,0,1,0,240,266,518,255,183,64,747,412,"1","0","1","0","1","1","0","1",469000,1,0,54,1,0,0,0
"8561e8477038da1642738cc8a8566abe",70.3,0,1,0,3350,269,1364,247,122,388,1589,194,"1","0","1","0","1","1","0","0",689000,0,0,36,1,0,0,0
"97870d34482c501a0107858d35d70d7b",59,1,0,0,4320,467,179,226,280,274,1677,249,"1","1","0","0","0","0","0","1",499000,0,0,104,0,0,1,0
"ae2a9c5c03b8e7658e635189d0c1addc",75.33,0,1,0,3650,440,1329,652,930,620,1745,631,"1","1","1","1","1","0","0","0",999000,1,0,4,0,1,0,0
"37d11244ef3d7e19ec2593aa19e16477",96.16,0,1,0,1440,37,532,212,224,146,204,158,"1","1","1","0","0","0","0","1",660000,0,0,129,0,0,1,0
"630512325d80029a5d6fcdabfdcae200",65,1,0,0,1680,332,442,379,186,42,224,206,"1","1","1","1","0","0","0","1",637000,1,0,154,0,0,1,0
"8c87ebd39400ca36732cdbc791c04e06",68.2,0,1,0,3920,328,821,440,497,110,2131,449,"1","1","1","0","0","1","0","1",729000,0,0,11,1,0,0,0
"9f6fa669acf26a222106ccb999fbaf87",38.3,1,0,0,4910,232,572,459,734,275,2949,300,"1","1","1","0","0","0","0","1",330000,1,0,84,0,0,1,0
"0a811b83d4e02ba749799adb9c7cad1e",50,1,0,0,5860,888,2189,795,494,598,3013,662,"1","1","1","0","1","1","0","0",560000,0,1,11,0,1,0,0
"622b191744954b5a2579c2a5e8896214",61.36,0,1,0,4320,467,179,226,280,274,1677,249,"1","1","1","0","0","0","0","0",615000,0,1,22,1,0,0,0
"d8d0affd8828a7add14f0b94799d61a0",58.8,1,0,0,4090,509,1039,998,676,661,1192,668,"1","1","0","1","0","0","0","1",499000,0,0,88,1,0,0,0
"d6b2227957fed004c6d7cfa1313d05d0",96.4,0,1,0,8680,645,1855,761,901,1148,4175,1147,"1","1","1","1","1","0","0","1",595000,1,0,64,1,0,0,0
"eca84b81c00c17003624113ce58ed60e",66.78,0,1,0,1600,288,765,535,248,258,742,178,"1","1","1","1","1","1","0","0",790000,0,0,6,0,1,0,0
"e7a5d4b6b7ef9a5a8bdc7e9f3222a7f0",45.3,1,0,0,3160,463,1304,405,157,276,1500,399,"1","0","0","0","1","1","0","1",438000,0,0,54,1,0,0,0
"9a4f738530c7f151312406e1ac5430a0",46.8,0,1,0,5490,327,1541,113,160,488,2623,64,"1","0","1","0","0","1","0","0",550000,0,0,54,1,0,0,0
"1e241f291e521961f0785c48b3210aa6",51.88,1,0,0,2910,228,236,131,135,115,1487,126,"1","1","1","0","0","0","0","0",340000,0,0,95,1,0,0,0
"dcf8915651947bd758eb7414582c8ca9",74.57,0,1,0,1500,101,107,154,159,48,537,271,"1","1","1","1","0","0","0","1",495000,0,0,89,0,0,1,0
"e5f6d92a3df3ac35a6e2754cfed08aad",55.02,0,1,0,4580,668,751,320,1033,719,887,692,"1","1","0","0","0","0","0","1",299000,0,0,84,0,0,1,0
"cad0598d22387e1b1ba35bc8bac7d656",45.44,0,1,0,4510,369,343,301,370,237,1858,252,"1","1","0","1","0","0","0","1",380000,0,1,74,0,0,1,0
"39b4c480f521d314ad9bffea752999f9",60,1,0,0,4320,467,179,226,280,274,1677,249,"1","1","0","0","0","0","0","0",499000,0,0,94,1,0,0,0
"40180f464b002cdef21943d828570d3e",58.68,1,0,0,3690,157,888,772,723,448,1745,543,"1","1","1","0","1","1","0","0",770000,0,0,14,0,1,0,0
"6322e526dd7b3d40e5410a384d3ffc0f",40,1,0,0,6050,1849,3392,774,1801,729,4307,778,"1","0","1","0","1","1","0","0",569000,0,1,4,1,0,0,0
"e95000da7cf35883dbcc34d37d119b42",37.2,1,0,0,1470,315,1046,287,471,212,900,218,"1","1","1","1","0","0","0","1",389000,0,0,23,1,0,0,0
"6f7146a650b0bebdcde7632a4402c9d8",102.75,0,0,1,1460,398,654,543,214,46,805,273,"1","1","1","0","1","0","0","0",850000,0,0,24,0,1,0,0
"c7f29b60dc9e5df1e64fa16adaa91adc",47.3,0,1,0,3420,121,873,285,309,287,2165,273,"1","0","0","0","1","0","0","0",389999,0,0,46,1,0,0,0
"570fb49b6726080836d288e3d7c3e39d",85.89,0,1,0,820,144,189,207,82,118,672,126,"1","1","1","0","1","0","0","1",679000,1,0,94,0,0,1,0
"7347a13faee185617134b776f6ff50e9",67,1,0,0,2590,47,116,672,259,191,215,452,"1","1","0","0","0","0","0","1",499000,0,1,94,0,0,1,0
"4e168b2a6ec8c9ec409f6f8beb837b06",53,1,0,0,1040,173,332,10,261,62,501,121,"1","1","1","0","0","0","0","0",629000,0,1,134,0,0,1,0
"410a8693e87933d5f992306d52b0a559",64,0,1,0,790,288,285,268,245,68,593,85,"1","1","0","0","0","0","0","1",430000,0,0,66,0,0,1,0
"ae697cc35f7dade84d168d6fbf907392",48.05,1,0,0,790,288,285,268,245,68,593,85,"1","1","0","1","0","0","0","1",350000,0,1,85,0,0,1,0
"303b79f7c9392b01267ec56a9e6a9d4d",61.31,0,1,0,5860,888,2189,795,494,598,3013,662,"1","1","1","1","1","1","0","0",650000,0,1,4,1,0,0,0
"2fa358883ce6d083ae945c021719a448",42.79,1,0,0,3700,134,1176,71,115,24,2463,76,"1","1","0","0","0","0","0","1",299000,0,0,94,0,0,1,0
"1dc12f777eaa3901b9468219f0323671",48,1,0,0,790,288,285,268,245,68,593,85,"0","0","1","0","1","0","0","1",535000,0,0,50,1,0,0,0
"cb7bd11ed42e032fea0c3cdf8a9379a0",131.83,0,0,1,1650,184,546,297,237,61,311,44,"1","1","1","0","0","0","0","1",799000,0,1,94,0,0,1,0
"830c46b6d665e343037ee948ca5b9e20",32.4,1,0,0,1500,62,500,97,606,51,581,111,"1","1","1","1","0","1","0","0",485000,0,0,12,0,1,0,0
"3a4eebc659b2cb2bc65e5dba7fe4db64",80.49,0,1,0,3240,443,1038,160,191,589,1531,273,"1","1","0","1","0","0","0","1",550000,0,0,101,0,0,1,0
"ff2509ce6d8b8bc5299ec2427808b68f",59.8,0,1,0,1590,194,237,181,165,99,781,231,"1","1","1","0","0","0","0","1",705000,0,0,94,0,0,1,0
"412ba55928c03726ff9678327d7952ed",42.5,1,0,0,1980,210,429,107,697,87,721,48,"0","1","1","0","1","0","0","1",399000,0,1,32,1,0,0,0
"9a344c1a93d546d15cb8919e9382f2c0",75.77,0,1,0,1040,173,332,10,261,62,501,121,"1","1","1","0","0","0","0","1",499000,1,0,129,1,0,0,0
"9ee3069f542d27d97ef827cf1156756a",84,0,1,0,2600,413,566,388,387,124,1189,52,"0","1","0","0","1","0","0","1",590000,0,0,28,1,0,0,0
"e3f966a2fd6585dc38e00267d8175975",65.63,0,1,0,6170,1296,2651,949,532,366,2914,442,"1","1","1","1","1","0","0","1",689000,0,1,13,0,1,0,0
"e162947f3139ea07b2635599434eb1cb",36.6,1,0,0,2930,235,939,81,266,166,872,38,"0","0","1","0","1","1","0","0",350000,0,0,34,1,0,0,0
"5f28121ece7a7bf8ff8a1d4e01ffc51d",66.05,1,0,0,1830,386,579,270,302,354,557,442,"1","1","1","1","0","0","0","1",469000,0,1,44,1,0,0,0
"e0299fe9819e6513ff75fedd1bd3629f",77.93,0,1,0,2130,237,589,693,331,256,1471,269,"1","1","1","1","1","1","0","1",849000,0,0,14,1,0,0,0
"69254016fc42d1e353eca49f4dff7ed9",46.24,0,1,0,4670,294,514,408,460,361,1987,392,"1","1","1","0","0","0","0","1",525000,1,0,64,1,0,0,0
"fa0b1ac586833ac13f3965133d993e3d",73.16,0,1,0,4270,1077,971,915,487,776,1377,124,"1","0","1","0","1","0","0","1",540000,0,0,33,1,0,0,0
"f2b912c68267a251937312d142bbe94c",79,0,1,0,1360,125,639,144,489,149,663,118,"1","1","1","0","0","1","0","0",950000,0,0,11,0,1,0,0
"26b17b8b24b7ab4e29412fe06d1efedc",80.35,0,1,0,4380,431,226,231,305,239,1742,226,"1","1","1","1","0","0","0","1",699000,0,0,94,1,0,0,0
"2f82f982967b4e5430bb7b9931262b8f",114,0,0,1,1060,474,141,310,415,139,283,182,"1","1","1","0","0","1","0","0",785000,0,1,94,0,0,1,0
"a595747890457192ede8bbb77ad7f82e",68.5,1,0,0,2640,186,593,584,244,260,283,301,"1","1","0","0","0","0","0","1",455000,0,0,122,0,0,1,0
"708aca718f1472307a06742b65d03925",55.04,0,1,0,5070,826,1701,1089,742,1008,1129,1052,"1","1","1","1","1","0","0","0",649000,0,0,11,1,0,0,0
"e1291a4801248f246b75cbe927c67818",82.6,0,1,0,1660,115,336,162,779,158,409,107,"1","1","1","0","1","0","0","1",770000,1,0,23,0,1,0,0
"315c0da84c5c4c0f3f41c7a55f8276ac",51.02,1,0,0,1580,122,692,105,275,185,377,134,"1","1","0","0","0","0","0","0",290000,0,0,86,0,0,1,0
"575b73d720c5b6878b34c009001c6ed0",80,0,1,0,5060,688,1564,1282,549,1201,970,1153,"1","1","1","0","1","1","0","0",919000,0,1,6,1,0,0,0
"fa552ea11bdecf5e38f21b63d32a849c",38.9,1,0,0,6050,1849,3392,774,1801,729,4307,778,"1","1","1","1","1","1","0","0",569000,0,1,4,1,0,0,0
"7f468fecd1fce992e83442a0cb6b3da6",66,1,0,0,900,252,297,341,149,49,565,137,"1","1","0","1","0","1","0","1",539000,0,0,74,0,0,1,0
"ea471567baa8a70c0df42c0264910ee1",90.24,0,1,0,1340,395,439,163,355,18,178,105,"1","1","0","0","0","0","0","1",590000,0,0,94,0,0,1,0
"b350c78e4bac787d7e46c86978f4ce92",51.06,1,0,0,990,352,759,59,55,161,377,605,"1","1","0","1","0","0","0","1",469000,0,0,64,1,0,0,0
"7f1389f3706fd99624d9afa2e09295bc",50,1,0,0,3750,199,896,410,287,559,1599,364,"0","1","1","0","0","0","0","1",520000,0,0,84,1,0,0,0
"cd84b8661d69c6b3962187688a8c8697",51,1,0,0,1550,1733,2007,1717,1734,801,2057,1286,"1","1","0","1","0","0","0","1",389000,0,0,64,1,0,0,0
"298880ffea81763224f2154e6bef6c30",129.3,0,0,1,1350,149,239,74,342,93,492,89,"1","1","1","0","0","0","0","1",899000,0,0,94,0,0,1,0
"370431906f7d1f86a0323f277e15c3f8",127,0,1,0,1290,46,79,191,211,109,698,156,"1","1","1","0","1","0","0","0",785000,0,0,89,0,0,1,0
"c12f598a55905bca6cbe9a515ad8458d",51,0,1,0,4320,467,179,226,280,274,1677,249,"1","1","1","1","1","0","0","1",499000,0,0,68,1,0,0,0
"cc98b923c0b7523492cd36f30405e8a7",32.85,1,0,0,4740,377,556,422,552,356,2072,396,"1","1","1","1","1","0","0","1",443475,1,0,85,1,0,0,0
"59ed8ac9c9a0586d24ee290fdcddf99e",51.09,1,0,0,5210,126,149,417,1066,256,1038,93,"1","1","0","0","0","0","0","1",299000,0,1,104,0,0,1,0
"ae76f59fa61fb69b0e37ae138ea9dd8d",64.96,1,0,0,1570,176,140,189,254,63,434,334,"1","1","0","0","0","0","0","1",490000,0,0,94,0,0,1,0
"fb10546822255a8bd8d52448ce0ae265",78.6,0,1,0,1350,149,239,74,342,93,492,89,"1","1","1","0","0","0","0","1",440000,0,0,95,0,0,1,0
"bb563e07b0755233b72fe81c4ba12797",101.79,0,1,0,2010,257,1216,332,65,392,1389,149,"1","1","1","0","0","0","0","1",620000,0,0,89,0,0,1,0
